"","app_name","begin_time","end_time","rpm","duration","swapFreeMB","minFreeMemMB","minDiskFreePct","cpuUserPct","cpuSystemPct","cpuStealPct","cpuIOWaitPct","loadAverage","diskReadPct","diskWritePct","receiveBytes","transmitBytes","transmitErrors","count.services","count.kernel","count.sessions","apdex_s","apdex_t","apdex_f","apdex_score","db_throughput","db_duration","external_throughput","external_duration","length","error_rate","bg_rate","count.503","count.Other","count.Web","queue_duration"
"18","Diract-Browser",2017-08-31 02:50:00,2017-08-31 03:00:00,319980,0.000288697177373586,4294.9632,32387.483648,57.1462249755859,16.3130376815796,1.01790727972984,0,3.34968470269814e-05,1.27661060094833,2.13235296541825e-05,0.109288005530834,3749329.245,0,0,0,0,0,267455,51188,1337,0.920000016689301,0,0,152,0.0293461507464789,0,0,100,0,319980,0,0
"19","Diract-Browser",2017-08-31 03:00:00,2017-08-31 03:10:00,320141,0.000290615746083757,4294.9632,32417.888256,57.1445579528809,16.537294960022,0.941180378198624,0,5.02487484482117e-05,1.32048333883286,0,0.107317890971899,3831271.11,0,0,0,0,0,267991,50845,1305,0.920000016689301,0,0,168,0.0388318818961039,0,0,100,0,320141,0,0
"20","Diract-Browser",2017-08-31 03:10:00,2017-08-31 03:20:00,320044,0.000289768831045106,4294.9632,32411.049984,57.1426887512207,16.3492039680481,0.983700096607208,0,4.60478931927355e-05,1.27952950000763,0,0.11047465801239,3706356.98,0,0,0,0,0,268181,50529,1334,0.920000016689301,0,0,154,0.0340995482054795,0,0,100,0,320044,0,0
"21","Diract-Browser",2017-08-31 03:20:00,2017-08-31 03:30:00,319925,0.000285931843066344,4294.9632,32392.486912,57.1408233642578,16.672389793396,1.10342096686363,0,5.02635084558278e-05,1.480433344841,0,0.110284449905157,3714380.74,0,0,0,0,0,268678,49852,1395,0.920000016689301,0,0,154,0.0359188347777778,0,0,100,0,319925,0,0
"22","Diract-Browser",2017-08-31 03:30:00,2017-08-31 03:40:00,319957,0.000284337241610591,4294.9632,32390.090752,57.139030456543,16.9987533569336,0.968939214944839,0,4.60701950942166e-05,1.26954166293144,4.25349981014733e-07,0.109526163339615,3849331.36,0,0,0,0,0,268804,49786,1367,0.920000016689301,0,0,136,0.0346808124153846,0,0,100,0,319957,0,0
"23","Diract-Browser",2017-08-31 03:40:00,2017-08-31 03:50:00,320127,0.00028658247347459,4294.9632,32379.52512,57.1257095336914,17.5706287384033,1.00868032574654,0,4.60678918898338e-05,1.55099164247513,8.12487414805219e-06,0.109376416355371,3842429.93,0,0,0,0,0,269107,49485,1535,0.920000016689301,0,0,138,0.0325633556818182,0,0,100,0,320127,0,0
"24","Diract-Browser",2017-08-31 03:50:00,2017-08-31 04:00:00,319900,0.000286933753732416,4294.9632,32357.224448,57.1234550476074,17.9874865531921,0.948017483949661,0,4.1880478602252e-05,1.57938333153725,0,0.109226629883051,4046992.705,0,0,0,0,0,269733,48602,1565,0.920000016689301,0,0,144,0.0400617512941176,0,0,100,0,319900,0,0
"25","Diract-Browser",2017-08-31 04:00:00,2017-08-31 04:10:00,320299,0.000288685836103141,4294.9632,32372.41856,57.1216278076172,18.4828551292419,0.937468582391739,0,4.60611889138818e-05,1.52109167575836,0,0.109593189507723,4023201.375,0,0,0,0,0,270187,48447,1665,0.920000016689301,0,0,146,0.0389916819577465,0,0,100,0,320299,0,0
"26","Diract-Browser",2017-08-31 04:10:00,2017-08-31 04:20:00,319905,0.000287715958678358,4294.9632,32423.694336,57.1197319030762,19.0908604621887,0.961862522363663,0,4.60801213193918e-05,1.21594998836517,0,0.10959333255887,4271974.33,0,0,0,0,0,270327,47910,1668,0.920000016689301,0,0,152,0.0365090345138889,0,0,100,0,319905,0,0
"27","Diract-Browser",2017-08-31 04:20:00,2017-08-31 04:30:00,319961,0.00028603886223321,4294.9632,32407.728128,57.1179733276367,19.6209506988525,0.95939804315567,0,3.35191834892612e-05,1.62092500329018,0,0.10742666721344,4218087.165,0,0,0,0,0,270515,47726,1720,0.920000016689301,0,0,154,0.0389682362027027,0,0,100,0,319961,0,0
"28","Diract-Browser",2017-08-31 04:30:00,2017-08-31 04:40:00,320141,0.000293359442252008,4294.9632,32403.87584,57.1162796020508,20.4563125610352,0.980911809206009,0,3.76987849449506e-05,1.73569469451904,0,0.110018640011549,4308424.56,0,0,0,0,0,271216,47037,1888,0.920000016689301,0,0,138,0.0794118079365079,0,0,100,0,320141,0,0
"29","Diract-Browser",2017-08-31 04:40:00,2017-08-31 04:50:00,320098,0.000283821457366182,4294.9632,32388.130816,57.1144256591797,21.2402433395386,0.986481153964996,0,4.57486610685009e-05,1.74425514936447,0,0.109204305708408,4399751.78,0,0,0,0,0,271947,46183,1968,0.920000016689301,0,0,124,0.0367095419152542,0,0,100,0,320098,0,0
"30","Diract-Browser",2017-08-31 04:50:00,2017-08-31 05:00:00,320046,0.000283075696340526,4294.9632,32363.17184,57.112476348877,21.9923849105835,1.00706431865692,0,3.76971038349438e-05,1.85296665430069,0,0.10923375338316,4522238.9,0,0,0,0,0,272419,45580,2047,0.920000016689301,0,0,130,0.0349240955,0,0,100,0,320046,0,0
"31","Diract-Browser",2017-08-31 05:00:00,2017-08-31 05:10:00,320050,0.000288771134644587,4294.9632,32401.850368,57.1105461120605,23.1717101097107,1.02691025733948,0,4.18870116845937e-05,1.93127498626709,0,0.109560059010983,4710986.775,0,0,0,0,0,272716,45238,2096,0.920000016689301,0,0,136,0.0600779292153846,0,0,100,0,320050,0,0
"32","Diract-Browser",2017-08-31 05:10:00,2017-08-31 05:20:00,320028,0.000285158181818466,4294.9632,32407.144448,57.1084480285645,23.6296105384827,1.02561129927635,0,4.18981901020743e-05,1.77105833292007,0,0.107977896928787,5008396.395,0,0,0,0,0,273275,44525,2228,0.920000016689301,0,0,138,0.0423193703030303,0,0,100,0,320028,0,0
"33","Diract-Browser",2017-08-31 05:20:00,2017-08-31 05:30:00,319888,0.000282921265730506,4294.9632,32384.856064,57.1066131591797,24.46540184021,1.06143195033073,0,4.60762988950592e-05,2.01490833759308,0,0.111602091789246,4872912.595,0,0,0,0,0,273854,43591,2443,0.920000016689301,0,0,122,0.0377676561694915,0,0,100,0,319888,0,0
